2023-05-08 14:57:28,619 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-05-08 14:57:28,663 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-05-08 14:57:28,665 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2023-05-08 14:57:28,665 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2023-05-08 14:57:28,683 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-05-08 14:57:28,684 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-05-08 14:57:28,685 INFO  SwAddin.cs: 201 - Setting up command manager
2023-05-08 14:57:28,686 INFO  SwAddin.cs: 204 - Adding command manager
2023-05-08 14:57:28,689 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-05-08 14:57:28,690 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-05-08 14:57:28,691 INFO  SwAddin.cs: 210 - Adding event handlers
2023-05-08 14:57:28,883 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-05-08 15:02:19,324 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体3.SLDASM
2023-05-08 15:02:21,105 INFO  SwAddin.cs: 313 - Saving assembly
2023-05-08 15:02:21,289 INFO  SwAddin.cs: 316 - Opening property manager
2023-05-08 15:02:21,303 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体3.SLDASM
2023-05-08 15:02:21,349 INFO  ExportHelperExtension.cs: 1136 - Found 59 in 装配体3.SLDASM
2023-05-08 15:02:21,350 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in 装配体3.SLDASM
2023-05-08 15:02:21,351 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-08 15:02:21,352 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-05-08 15:02:21,353 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-2
2023-05-08 15:02:21,354 INFO  ExportHelperExtension.cs: 1136 - Found 28 in base-2
2023-05-08 15:02:21,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-2
2023-05-08 15:02:21,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 大万向轮-1
2023-05-08 15:02:21,356 INFO  ExportHelperExtension.cs: 1136 - Found 73 in 大万向轮-1
2023-05-08 15:02:21,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 大万向轮-1
2023-05-08 15:02:21,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 小万向轮-1
2023-05-08 15:02:21,358 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 小万向轮-1
2023-05-08 15:02:21,358 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 小万向轮-1
2023-05-08 15:02:21,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 轮胎-2
2023-05-08 15:02:21,360 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 轮胎-2
2023-05-08 15:02:21,360 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 轮胎-2
2023-05-08 15:02:21,360 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 摄像头-1
2023-05-08 15:02:21,361 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 摄像头-1
2023-05-08 15:02:21,362 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 摄像头-1
2023-05-08 15:02:21,362 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 轮胎-1
2023-05-08 15:02:21,362 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 轮胎-1
2023-05-08 15:02:21,363 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 轮胎-1
2023-05-08 15:02:21,363 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体3.SLDASM
2023-05-08 15:02:21,364 INFO  ExportHelperExtension.cs: 1136 - Found 59 in 装配体3.SLDASM
2023-05-08 15:02:21,364 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [RefAxis] in 装配体3.SLDASM
2023-05-08 15:02:21,365 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-08 15:02:21,365 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-05-08 15:02:21,365 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-2
2023-05-08 15:02:21,366 INFO  ExportHelperExtension.cs: 1136 - Found 28 in base-2
2023-05-08 15:02:21,366 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-2
2023-05-08 15:02:21,367 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 大万向轮-1
2023-05-08 15:02:21,367 INFO  ExportHelperExtension.cs: 1136 - Found 73 in 大万向轮-1
2023-05-08 15:02:21,368 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 大万向轮-1
2023-05-08 15:02:21,369 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 小万向轮-1
2023-05-08 15:02:21,369 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 小万向轮-1
2023-05-08 15:02:21,369 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 小万向轮-1
2023-05-08 15:02:21,370 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 轮胎-2
2023-05-08 15:02:21,370 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 轮胎-2
2023-05-08 15:02:21,371 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 轮胎-2
2023-05-08 15:02:21,371 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 摄像头-1
2023-05-08 15:02:21,372 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 摄像头-1
2023-05-08 15:02:21,372 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 摄像头-1
2023-05-08 15:02:21,373 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 轮胎-1
2023-05-08 15:02:21,373 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 轮胎-1
2023-05-08 15:02:21,374 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 轮胎-1
2023-05-08 15:02:21,615 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-08 15:02:21,621 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-05-08 15:02:21,625 INFO  SwAddin.cs: 344 - Showing property manager
2023-05-08 15:02:28,273 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:02:35,327 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:02:35,687 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:02:36,127 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:02:36,552 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:03:02,960 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:03:04,606 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:03:07,226 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:03:33,718 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:03:35,669 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:03:37,620 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:04:12,795 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:04:15,292 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:04:17,871 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:04:26,942 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-08 15:04:40,047 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
